Week,Day,Hour,Building,Demand_Prediction,Pressure_Multiplier,Timestep
10,Tuesday,3,Main Library,-1.317,1.317,1539
10,Tuesday,3,Illini Union,-1.317,1.317,1539
10,Tuesday,3,CIF,-1.317,1.317,1539
10,Tuesday,3,BIF,-1.317,1.317,1539
10,Tuesday,3,Siebel Center for CS,-1.317,1.317,1539
10,Tuesday,3,Siebel Center for Design,-1.317,1.317,1539
10,Tuesday,4,Grainger Library,0.006,1.317,1540
10,Tuesday,4,Funk Library,-1.317,1.317,1540
10,Tuesday,4,Main Library,-1.317,1.317,1540
10,Tuesday,4,Illini Union,-1.317,1.317,1540
10,Tuesday,4,CIF,-1.317,1.317,1540
10,Tuesday,4,BIF,-1.317,1.317,1540
10,Tuesday,4,Siebel Center for CS,-1.317,1.317,1540
10,Tuesday,4,Siebel Center for Design,-1.317,1.317,1540
10,Tuesday,5,Grainger Library,0.015,1.317,1541
10,Tuesday,5,Funk Library,-1.317,1.317,1541
10,Tuesday,5,Main Library,-1.317,1.317,1541
10,Tuesday,5,Illini Union,-1.317,1.317,1541
10,Tuesday,5,CIF,-1.317,1.317,1541
10,Tuesday,5,BIF,-1.317,1.317,1541
10,Tuesday,5,Siebel Center for CS,-1.317,1.317,1541
10,Tuesday,5,Siebel Center for Design,-1.317,1.317,1541
10,Tuesday,6,Grainger Library,0.033,1.317,1542
10,Tuesday,6,Funk Library,-1.317,1.317,1542
10,Tuesday,6,Main Library,-1.317,1.317,1542
10,Tuesday,6,Illini Union,-1.317,1.317,1542
10,Tuesday,6,CIF,-1.317,1.317,1542
10,Tuesday,6,BIF,0.054,1.317,1542
10,Tuesday,6,Siebel Center for CS,-1.317,1.317,1542
10,Tuesday,6,Siebel Center for Design,-1.317,1.317,1542
10,Tuesday,7,Grainger Library,0.066,1.317,1543
10,Tuesday,7,Funk Library,-1.317,1.317,1543
10,Tuesday,7,Main Library,-1.317,1.317,1543
10,Tuesday,7,Illini Union,0.043,1.317,1543
10,Tuesday,7,CIF,0.058,1.317,1543
10,Tuesday,7,BIF,0.1,1.317,1543
10,Tuesday,7,Siebel Center for CS,0.038,1.317,1543
10,Tuesday,7,Siebel Center for Design,0.041,1.317,1543
10,Tuesday,8,Grainger Library,0.121,1.317,1544
10,Tuesday,8,Funk Library,0.134,1.317,1544
10,Tuesday,8,Main Library,0.212,1.317,1544
10,Tuesday,8,Illini Union,0.134,1.317,1544
10,Tuesday,8,CIF,0.107,1.317,1544
10,Tuesday,8,BIF,0.17,1.317,1544
10,Tuesday,8,Siebel Center for CS,0.069,1.317,1544
10,Tuesday,8,Siebel Center for Design,0.085,1.317,1544
10,Tuesday,9,Grainger Library,0.206,1.317,1545
10,Tuesday,9,Funk Library,0.246,1.317,1545
10,Tuesday,9,Main Library,0.332,1.317,1545
10,Tuesday,9,Illini Union,0.321,1.317,1545
10,Tuesday,9,CIF,0.182,1.317,1545
10,Tuesday,9,BIF,0.266,1.317,1545
10,Tuesday,9,Siebel Center for CS,0.118,1.317,1545
10,Tuesday,9,Siebel Center for Design,0.157,1.317,1545
10,Tuesday,10,Grainger Library,0.323,1.317,1546
10,Tuesday,10,Funk Library,0.406,1.317,1546
10,Tuesday,10,Main Library,0.48,1.317,1546
10,Tuesday,10,Illini Union,0.599,1.317,1546
10,Tuesday,10,CIF,0.285,1.317,1546
10,Tuesday,10,BIF,0.384,1.317,1546
10,Tuesday,10,Siebel Center for CS,0.184,1.317,1546
10,Tuesday,10,Siebel Center for Design,0.258,1.317,1546
10,Tuesday,11,Grainger Library,0.466,1.317,1547
10,Tuesday,11,Funk Library,0.599,1.317,1547
10,Tuesday,11,Main Library,0.638,1.317,1547
10,Tuesday,11,Illini Union,0.871,1.317,1547
10,Tuesday,11,CIF,0.411,1.317,1547
10,Tuesday,11,BIF,0.511,1.317,1547
10,Tuesday,11,Siebel Center for CS,0.266,1.317,1547
10,Tuesday,11,Siebel Center for Design,0.381,1.317,1547
10,Tuesday,12,Grainger Library,0.62,1.317,1548
10,Tuesday,12,Funk Library,0.791,1.317,1548
10,Tuesday,12,Main Library,0.783,1.317,1548
10,Tuesday,12,Illini Union,0.987,1.317,1548
10,Tuesday,12,CIF,0.547,1.317,1548
10,Tuesday,12,BIF,0.626,1.317,1548
10,Tuesday,12,Siebel Center for CS,0.354,1.317,1548
10,Tuesday,12,Siebel Center for Design,0.503,1.317,1548
10,Tuesday,13,Grainger Library,0.76,1.317,1549
10,Tuesday,13,Funk Library,0.934,1.317,1549
10,Tuesday,13,Main Library,0.885,1.317,1549
10,Tuesday,13,Illini Union,0.871,1.317,1549
10,Tuesday,13,CIF,0.671,1.317,1549
10,Tuesday,13,BIF,0.708,1.317,1549
10,Tuesday,13,Siebel Center for CS,0.435,1.317,1549
10,Tuesday,13,Siebel Center for Design,0.594,1.317,1549
10,Tuesday,14,Grainger Library,0.859,1.317,1550
10,Tuesday,14,Funk Library,0.987,1.317,1550
10,Tuesday,14,Main Library,0.922,1.317,1550
10,Tuesday,14,Illini Union,0.599,1.317,1550
10,Tuesday,14,CIF,0.758,1.317,1550
10,Tuesday,14,BIF,0.737,1.317,1550
10,Tuesday,14,Siebel Center for CS,0.491,1.317,1550
10,Tuesday,14,Siebel Center for Design,0.628,1.317,1550
10,Tuesday,15,Grainger Library,0.895,1.317,1551
10,Tuesday,15,Funk Library,0.934,1.317,1551
10,Tuesday,15,Main Library,0.885,1.317,1551
10,Tuesday,15,Illini Union,0.519,1.317,1551
10,Tuesday,15,CIF,0.79,1.317,1551
10,Tuesday,15,BIF,0.708,1.317,1551
10,Tuesday,15,Siebel Center for CS,0.512,1.317,1551
10,Tuesday,15,Siebel Center for Design,0.594,1.317,1551
10,Tuesday,16,Grainger Library,0.859,1.317,1552
10,Tuesday,16,Funk Library,0.791,1.317,1552
10,Tuesday,16,Main Library,0.783,1.317,1552
10,Tuesday,16,Illini Union,0.685,1.317,1552
10,Tuesday,16,CIF,0.758,1.317,1552
10,Tuesday,16,BIF,0.626,1.317,1552
10,Tuesday,16,Siebel Center for CS,0.491,1.317,1552
10,Tuesday,16,Siebel Center for Design,0.503,1.317,1552
10,Tuesday,17,Grainger Library,0.76,1.317,1553
10,Tuesday,17,Funk Library,0.599,1.317,1553
10,Tuesday,17,Main Library,0.638,1.317,1553
10,Tuesday,17,Illini Union,0.81,1.317,1553
10,Tuesday,17,CIF,0.671,1.317,1553
10,Tuesday,17,BIF,0.511,1.317,1553
10,Tuesday,17,Siebel Center for CS,0.435,1.317,1553
10,Tuesday,17,Siebel Center for Design,0.381,1.317,1553
10,Tuesday,18,Grainger Library,0.62,1.317,1554
10,Tuesday,18,Funk Library,0.406,1.317,1554
10,Tuesday,18,Main Library,0.48,1.317,1554
10,Tuesday,18,Illini Union,0.856,1.317,1554
10,Tuesday,18,CIF,0.547,1.317,1554
10,Tuesday,18,BIF,0.384,1.317,1554
10,Tuesday,18,Siebel Center for CS,0.354,1.317,1554
10,Tuesday,18,Siebel Center for Design,0.258,1.317,1554
10,Tuesday,19,Grainger Library,0.466,1.317,1555
10,Tuesday,19,Funk Library,0.246,1.317,1555
10,Tuesday,19,Main Library,0.332,1.317,1555
10,Tuesday,19,Illini Union,0.81,1.317,1555
10,Tuesday,19,CIF,0.411,1.317,1555
10,Tuesday,19,BIF,0.266,1.317,1555
10,Tuesday,19,Siebel Center for CS,0.266,1.317,1555
10,Tuesday,19,Siebel Center for Design,0.157,1.317,1555
10,Tuesday,20,Grainger Library,0.323,1.317,1556
10,Tuesday,20,Funk Library,0.134,1.317,1556
10,Tuesday,20,Main Library,0.212,1.317,1556
10,Tuesday,20,Illini Union,0.685,1.317,1556
10,Tuesday,20,CIF,0.285,1.317,1556
10,Tuesday,20,BIF,0.17,1.317,1556
10,Tuesday,20,Siebel Center for CS,0.184,1.317,1556
10,Tuesday,20,Siebel Center for Design,0.085,1.317,1556
10,Tuesday,21,Grainger Library,0.206,1.317,1557
10,Tuesday,21,Funk Library,0.065,1.317,1557
10,Tuesday,21,Main Library,0.125,1.317,1557
10,Tuesday,21,Illini Union,0.519,1.317,1557
10,Tuesday,21,CIF,0.182,1.317,1557
10,Tuesday,21,BIF,0.1,1.317,1557
10,Tuesday,21,Siebel Center for CS,0.118,1.317,1557
10,Tuesday,21,Siebel Center for Design,0.041,1.317,1557
10,Tuesday,22,Grainger Library,0.121,1.317,1558
10,Tuesday,22,Funk Library,0.028,1.317,1558
10,Tuesday,22,Main Library,0.068,1.317,1558
10,Tuesday,22,Illini Union,0.352,1.317,1558
10,Tuesday,22,CIF,0.107,1.317,1558
10,Tuesday,22,BIF,0.054,1.317,1558
10,Tuesday,22,Siebel Center for CS,-1.317,1.317,1558
10,Tuesday,22,Siebel Center for Design,0.018,1.317,1558
10,Tuesday,23,Grainger Library,0.066,1.317,1559
10,Tuesday,23,Funk Library,0.011,1.317,1559
10,Tuesday,23,Main Library,-1.317,1.317,1559
10,Tuesday,23,Illini Union,-1.317,1.317,1559
10,Tuesday,23,CIF,-1.317,1.317,1559
10,Tuesday,23,BIF,0.027,1.317,1559
10,Tuesday,23,Siebel Center for CS,-1.317,1.317,1559
10,Tuesday,23,Siebel Center for Design,0.007,1.317,1559
10,Wednesday,0,Grainger Library,0.0,1.466,1560
10,Wednesday,0,Funk Library,0.0,1.466,1560
10,Wednesday,0,Main Library,-1.466,1.466,1560
10,Wednesday,0,Illini Union,-1.466,1.466,1560
10,Wednesday,0,CIF,-1.466,1.466,1560
10,Wednesday,0,BIF,-1.466,1.466,1560
10,Wednesday,0,Siebel Center for CS,-1.466,1.466,1560
10,Wednesday,0,Siebel Center for Design,-1.466,1.466,1560
10,Wednesday,1,Grainger Library,0.0,1.466,1561
10,Wednesday,1,Funk Library,0.0,1.466,1561
10,Wednesday,1,Main Library,-1.466,1.466,1561
10,Wednesday,1,Illini Union,-1.466,1.466,1561
10,Wednesday,1,CIF,-1.466,1.466,1561
10,Wednesday,1,BIF,-1.466,1.466,1561
10,Wednesday,1,Siebel Center for CS,-1.466,1.466,1561
10,Wednesday,1,Siebel Center for Design,-1.466,1.466,1561
10,Wednesday,2,Grainger Library,0.001,1.466,1562
10,Wednesday,2,Funk Library,-1.466,1.466,1562
10,Wednesday,2,Main Library,-1.466,1.466,1562
10,Wednesday,2,Illini Union,-1.466,1.466,1562
10,Wednesday,2,CIF,-1.466,1.466,1562
10,Wednesday,2,BIF,-1.466,1.466,1562
10,Wednesday,2,Siebel Center for CS,-1.466,1.466,1562
10,Wednesday,2,Siebel Center for Design,-1.466,1.466,1562
10,Wednesday,3,Grainger Library,0.003,1.466,1563
10,Wednesday,3,Funk Library,-1.466,1.466,1563
10,Wednesday,3,Main Library,-1.466,1.466,1563
10,Wednesday,3,Illini Union,-1.466,1.466,1563
10,Wednesday,3,CIF,-1.466,1.466,1563
10,Wednesday,3,BIF,-1.466,1.466,1563
10,Wednesday,3,Siebel Center for CS,-1.466,1.466,1563
10,Wednesday,3,Siebel Center for Design,-1.466,1.466,1563
10,Wednesday,4,Grainger Library,0.008,1.466,1564
10,Wednesday,4,Funk Library,-1.466,1.466,1564
10,Wednesday,4,Main Library,-1.466,1.466,1564
10,Wednesday,4,Illini Union,-1.466,1.466,1564
10,Wednesday,4,CIF,-1.466,1.466,1564
10,Wednesday,4,BIF,-1.466,1.466,1564
10,Wednesday,4,Siebel Center for CS,-1.466,1.466,1564
10,Wednesday,4,Siebel Center for Design,-1.466,1.466,1564
10,Wednesday,5,Grainger Library,0.02,1.466,1565
10,Wednesday,5,Funk Library,-1.466,1.466,1565
10,Wednesday,5,Main Library,-1.466,1.466,1565
10,Wednesday,5,Illini Union,-1.466,1.466,1565
10,Wednesday,5,CIF,-1.466,1.466,1565
10,Wednesday,5,BIF,-1.466,1.466,1565
10,Wednesday,5,Siebel Center for CS,-1.466,1.466,1565
10,Wednesday,5,Siebel Center for Design,-1.466,1.466,1565
10,Wednesday,6,Grainger Library,0.043,1.466,1566
10,Wednesday,6,Funk Library,-1.466,1.466,1566
10,Wednesday,6,Main Library,-1.466,1.466,1566
10,Wednesday,6,Illini Union,-1.466,1.466,1566
10,Wednesday,6,CIF,-1.466,1.466,1566
10,Wednesday,6,BIF,0.06,1.466,1566
10,Wednesday,6,Siebel Center for CS,-1.466,1.466,1566
10,Wednesday,6,Siebel Center for Design,-1.466,1.466,1566
10,Wednesday,7,Grainger Library,0.086,1.466,1567
10,Wednesday,7,Funk Library,-1.466,1.466,1567
10,Wednesday,7,Main Library,-1.466,1.466,1567
10,Wednesday,7,Illini Union,0.048,1.466,1567
10,Wednesday,7,CIF,0.076,1.466,1567
10,Wednesday,7,BIF,0.111,1.466,1567
10,Wednesday,7,Siebel Center for CS,0.049,1.466,1567
10,Wednesday,7,Siebel Center for Design,0.095,1.466,1567
10,Wednesday,8,Grainger Library,0.159,1.466,1568
10,Wednesday,8,Funk Library,0.274,1.466,1568
10,Wednesday,8,Main Library,0.236,1.466,1568
10,Wednesday,8,Illini Union,0.149,1.466,1568
10,Wednesday,8,CIF,0.14,1.466,1568
10,Wednesday,8,BIF,0.189,1.466,1568
10,Wednesday,8,Siebel Center for CS,0.091,1.466,1568
10,Wednesday,8,Siebel Center for Design,0.174,1.466,1568
10,Wednesday,9,Grainger Library,0.27,1.466,1569
10,Wednesday,9,Funk Library,0.452,1.466,1569
10,Wednesday,9,Main Library,0.37,1.466,1569
10,Wednesday,9,Illini Union,0.357,1.466,1569
10,Wednesday,9,CIF,0.238,1.466,1569
10,Wednesday,9,BIF,0.296,1.466,1569
10,Wednesday,9,Siebel Center for CS,0.154,1.466,1569
10,Wednesday,9,Siebel Center for Design,0.288,1.466,1569
10,Wednesday,10,Grainger Library,0.423,1.466,1570
10,Wednesday,10,Funk Library,0.667,1.466,1570
10,Wednesday,10,Main Library,0.534,1.466,1570
10,Wednesday,10,Illini Union,0.667,1.466,1570
10,Wednesday,10,CIF,0.373,1.466,1570
10,Wednesday,10,BIF,0.427,1.466,1570
10,Wednesday,10,Siebel Center for CS,0.242,1.466,1570
10,Wednesday,10,Siebel Center for Design,0.424,1.466,1570
10,Wednesday,11,Grainger Library,0.61,1.466,1571
10,Wednesday,11,Funk Library,0.88,1.466,1571
10,Wednesday,11,Main Library,0.711,1.466,1571
10,Wednesday,11,Illini Union,0.97,1.466,1571
10,Wednesday,11,CIF,0.539,1.466,1571
10,Wednesday,11,BIF,0.569,1.466,1571
10,Wednesday,11,Siebel Center for CS,0.349,1.466,1571
10,Wednesday,11,Siebel Center for Design,0.56,1.466,1571
10,Wednesday,12,Grainger Library,0.82,1.466,1572
10,Wednesday,12,Funk Library,1.0,1.466,1572
10,Wednesday,12,Main Library,0.876,1.466,1572
10,Wednesday,12,Illini Union,1.0,1.466,1572
10,Wednesday,12,CIF,0.724,1.466,1572
10,Wednesday,12,BIF,0.701,1.466,1572
10,Wednesday,12,Siebel Center for CS,0.467,1.466,1572
10,Wednesday,12,Siebel Center for Design,0.665,1.466,1572
10,Wednesday,13,Grainger Library,1.0,1.466,1573
10,Wednesday,13,Funk Library,1.0,1.466,1573
10,Wednesday,13,Main Library,0.989,1.466,1573
10,Wednesday,13,Illini Union,0.975,1.466,1573
10,Wednesday,13,CIF,0.884,1.466,1573
10,Wednesday,13,BIF,0.791,1.466,1573
10,Wednesday,13,Siebel Center for CS,0.572,1.466,1573
10,Wednesday,13,Siebel Center for Design,0.702,1.466,1573
10,Wednesday,14,Grainger Library,1.0,1.466,1574
10,Wednesday,14,Funk Library,1.0,1.466,1574
10,Wednesday,14,Main Library,1.0,1.466,1574
10,Wednesday,14,Illini Union,0.676,1.466,1574
10,Wednesday,14,CIF,1.0,1.466,1574
10,Wednesday,14,BIF,0.826,1.466,1574
10,Wednesday,14,Siebel Center for CS,0.648,1.466,1574
10,Wednesday,14,Siebel Center for Design,0.666,1.466,1574
10,Wednesday,15,Grainger Library,1.0,1.466,1575
10,Wednesday,15,Funk Library,0.888,1.466,1575
10,Wednesday,15,Main Library,0.992,1.466,1575
10,Wednesday,15,Illini Union,0.588,1.466,1575
10,Wednesday,15,CIF,1.0,1.466,1575
10,Wednesday,15,BIF,0.794,1.466,1575
10,Wednesday,15,Siebel Center for CS,0.675,1.466,1575
10,Wednesday,15,Siebel Center for Design,0.565,1.466,1575
10,Wednesday,16,Grainger Library,1.0,1.466,1576
10,Wednesday,16,Funk Library,0.672,1.466,1576
10,Wednesday,16,Main Library,0.876,1.466,1576
10,Wednesday,16,Illini Union,0.769,1.466,1576
10,Wednesday,16,CIF,1.0,1.466,1576
10,Wednesday,16,BIF,0.701,1.466,1576
10,Wednesday,16,Siebel Center for CS,0.646,1.466,1576
10,Wednesday,16,Siebel Center for Design,0.427,1.466,1576
10,Wednesday,17,Grainger Library,0.996,1.466,1577
10,Wednesday,17,Funk Library,0.452,1.466,1577
10,Wednesday,17,Main Library,0.711,1.466,1577
10,Wednesday,17,Illini Union,0.901,1.466,1577
10,Wednesday,17,CIF,0.879,1.466,1577
10,Wednesday,17,BIF,0.569,1.466,1577
10,Wednesday,17,Siebel Center for CS,0.569,1.466,1577
10,Wednesday,17,Siebel Center for Design,0.288,1.466,1577
10,Wednesday,18,Grainger Library,0.812,1.466,1578
10,Wednesday,18,Funk Library,0.274,1.466,1578
10,Wednesday,18,Main Library,0.534,1.466,1578
10,Wednesday,18,Illini Union,0.953,1.466,1578
10,Wednesday,18,CIF,0.717,1.466,1578
10,Wednesday,18,BIF,0.427,1.466,1578
10,Wednesday,18,Siebel Center for CS,0.464,1.466,1578
10,Wednesday,18,Siebel Center for Design,0.174,1.466,1578
10,Wednesday,19,Grainger Library,0.61,1.466,1579
10,Wednesday,19,Funk Library,0.149,1.466,1579
10,Wednesday,19,Main Library,0.37,1.466,1579
10,Wednesday,19,Illini Union,0.901,1.466,1579
10,Wednesday,19,CIF,0.539,1.466,1579
10,Wednesday,19,BIF,0.296,1.466,1579
10,Wednesday,19,Siebel Center for CS,0.349,1.466,1579
10,Wednesday,19,Siebel Center for Design,0.095,1.466,1579
10,Wednesday,20,Grainger Library,0.423,1.466,1580
10,Wednesday,20,Funk Library,0.072,1.466,1580
10,Wednesday,20,Main Library,0.236,1.466,1580
10,Wednesday,20,Illini Union,0.763,1.466,1580
10,Wednesday,20,CIF,0.373,1.466,1580
10,Wednesday,20,BIF,0.189,1.466,1580
10,Wednesday,20,Siebel Center for CS,0.242,1.466,1580
10,Wednesday,20,Siebel Center for Design,0.046,1.466,1580
10,Wednesday,21,Grainger Library,0.27,1.466,1581
10,Wednesday,21,Funk Library,0.031,1.466,1581
10,Wednesday,21,Main Library,0.139,1.466,1581
10,Wednesday,21,Illini Union,0.578,1.466,1581
10,Wednesday,21,CIF,0.238,1.466,1581
10,Wednesday,21,BIF,0.111,1.466,1581
10,Wednesday,21,Siebel Center for CS,0.154,1.466,1581
10,Wednesday,21,Siebel Center for Design,0.02,1.466,1581
10,Wednesday,22,Grainger Library,0.159,1.466,1582
10,Wednesday,22,Funk Library,0.012,1.466,1582
10,Wednesday,22,Main Library,0.075,1.466,1582
10,Wednesday,22,Illini Union,0.392,1.466,1582
10,Wednesday,22,CIF,0.14,1.466,1582
10,Wednesday,22,BIF,0.06,1.466,1582
10,Wednesday,22,Siebel Center for CS,-1.466,1.466,1582
10,Wednesday,22,Siebel Center for Design,0.008,1.466,1582
10,Wednesday,23,Grainger Library,0.086,1.466,1583
10,Wednesday,23,Funk Library,0.004,1.466,1583
10,Wednesday,23,Main Library,-1.466,1.466,1583
10,Wednesday,23,Illini Union,-1.466,1.466,1583
10,Wednesday,23,CIF,-1.466,1.466,1583
10,Wednesday,23,BIF,0.03,1.466,1583
10,Wednesday,23,Siebel Center for CS,-1.466,1.466,1583
10,Wednesday,23,Siebel Center for Design,0.003,1.466,1583
10,Thursday,0,Grainger Library,0.0,1.428,1584
10,Thursday,0,Funk Library,0.0,1.428,1584
10,Thursday,0,Main Library,-1.428,1.428,1584
10,Thursday,0,Illini Union,-1.428,1.428,1584
10,Thursday,0,CIF,-1.428,1.428,1584
10,Thursday,0,BIF,-1.428,1.428,1584
10,Thursday,0,Siebel Center for CS,-1.428,1.428,1584
10,Thursday,0,Siebel Center for Design,-1.428,1.428,1584
10,Thursday,1,Grainger Library,0.0,1.428,1585
10,Thursday,1,Funk Library,0.0,1.428,1585
10,Thursday,1,Main Library,-1.428,1.428,1585
10,Thursday,1,Illini Union,-1.428,1.428,1585
10,Thursday,1,CIF,-1.428,1.428,1585
10,Thursday,1,BIF,-1.428,1.428,1585
10,Thursday,1,Siebel Center for CS,-1.428,1.428,1585
10,Thursday,1,Siebel Center for Design,-1.428,1.428,1585
10,Thursday,2,Grainger Library,0.001,1.428,1586
10,Thursday,2,Funk Library,-1.428,1.428,1586
10,Thursday,2,Main Library,-1.428,1.428,1586
10,Thursday,2,Illini Union,-1.428,1.428,1586
10,Thursday,2,CIF,-1.428,1.428,1586
10,Thursday,2,BIF,-1.428,1.428,1586
10,Thursday,2,Siebel Center for CS,-1.428,1.428,1586
10,Thursday,2,Siebel Center for Design,-1.428,1.428,1586
10,Thursday,3,Grainger Library,0.003,1.428,1587
10,Thursday,3,Funk Library,-1.428,1.428,1587
10,Thursday,3,Main Library,-1.428,1.428,1587
10,Thursday,3,Illini Union,-1.428,1.428,1587
10,Thursday,3,CIF,-1.428,1.428,1587
10,Thursday,3,BIF,-1.428,1.428,1587
10,Thursday,3,Siebel Center for CS,-1.428,1.428,1587
10,Thursday,3,Siebel Center for Design,-1.428,1.428,1587
10,Thursday,4,Grainger Library,0.008,1.428,1588
10,Thursday,4,Funk Library,-1.428,1.428,1588
10,Thursday,4,Main Library,-1.428,1.428,1588
10,Thursday,4,Illini Union,-1.428,1.428,1588
10,Thursday,4,CIF,-1.428,1.428,1588
10,Thursday,4,BIF,-1.428,1.428,1588
10,Thursday,4,Siebel Center for CS,-1.428,1.428,1588
10,Thursday,4,Siebel Center for Design,-1.428,1.428,1588
10,Thursday,5,Grainger Library,0.019,1.428,1589
10,Thursday,5,Funk Library,-1.428,1.428,1589
10,Thursday,5,Main Library,-1.428,1.428,1589
10,Thursday,5,Illini Union,-1.428,1.428,1589
10,Thursday,5,CIF,-1.428,1.428,1589
10,Thursday,5,BIF,-1.428,1.428,1589
10,Thursday,5,Siebel Center for CS,-1.428,1.428,1589
10,Thursday,5,Siebel Center for Design,-1.428,1.428,1589
10,Thursday,6,Grainger Library,0.042,1.428,1590
10,Thursday,6,Funk Library,-1.428,1.428,1590
10,Thursday,6,Main Library,-1.428,1.428,1590
10,Thursday,6,Illini Union,-1.428,1.428,1590
10,Thursday,6,CIF,-1.428,1.428,1590
10,Thursday,6,BIF,0.059,1.428,1590
10,Thursday,6,Siebel Center for CS,-1.428,1.428,1590
10,Thursday,6,Siebel Center for Design,-1.428,1.428,1590
10,Thursday,7,Grainger Library,0.084,1.428,1591
10,Thursday,7,Funk Library,-1.428,1.428,1591
10,Thursday,7,Main Library,-1.428,1.428,1591
10,Thursday,7,Illini Union,0.047,1.428,1591
10,Thursday,7,CIF,0.074,1.428,1591
10,Thursday,7,BIF,0.108,1.428,1591
10,Thursday,7,Siebel Center for CS,0.048,1.428,1591
10,Thursday,7,Siebel Center for Design,0.045,1.428,1591
10,Thursday,8,Grainger Library,0.155,1.428,1592
10,Thursday,8,Funk Library,0.145,1.428,1592
10,Thursday,8,Main Library,0.23,1.428,1592
10,Thursday,8,Illini Union,0.145,1.428,1592
10,Thursday,8,CIF,0.136,1.428,1592
10,Thursday,8,BIF,0.184,1.428,1592
10,Thursday,8,Siebel Center for CS,0.088,1.428,1592
10,Thursday,8,Siebel Center for Design,0.092,1.428,1592
10,Thursday,9,Grainger Library,0.263,1.428,1593
10,Thursday,9,Funk Library,0.267,1.428,1593
10,Thursday,9,Main Library,0.36,1.428,1593
10,Thursday,9,Illini Union,0.348,1.428,1593
10,Thursday,9,CIF,0.232,1.428,1593
10,Thursday,9,BIF,0.288,1.428,1593
10,Thursday,9,Siebel Center for CS,0.15,1.428,1593
10,Thursday,9,Siebel Center for Design,0.17,1.428,1593
10,Thursday,10,Grainger Library,0.412,1.428,1594
10,Thursday,10,Funk Library,0.44,1.428,1594
10,Thursday,10,Main Library,0.52,1.428,1594
10,Thursday,10,Illini Union,0.65,1.428,1594
10,Thursday,10,CIF,0.363,1.428,1594
10,Thursday,10,BIF,0.416,1.428,1594
10,Thursday,10,Siebel Center for CS,0.235,1.428,1594
10,Thursday,10,Siebel Center for Design,0.28,1.428,1594
10,Thursday,11,Grainger Library,0.595,1.428,1595
10,Thursday,11,Funk Library,0.65,1.428,1595
10,Thursday,11,Main Library,0.692,1.428,1595
10,Thursday,11,Illini Union,0.945,1.428,1595
10,Thursday,11,CIF,0.525,1.428,1595
10,Thursday,11,BIF,0.554,1.428,1595
10,Thursday,11,Siebel Center for CS,0.34,1.428,1595
10,Thursday,11,Siebel Center for Design,0.413,1.428,1595
10,Thursday,12,Grainger Library,0.795,1.428,1596
10,Thursday,12,Funk Library,0.86,1.428,1596
10,Thursday,12,Main Library,0.851,1.428,1596
10,Thursday,12,Illini Union,1.0,1.428,1596
10,Thursday,12,CIF,0.702,1.428,1596
10,Thursday,12,BIF,0.681,1.428,1596
10,Thursday,12,Siebel Center for CS,0.454,1.428,1596
10,Thursday,12,Siebel Center for Design,0.547,1.428,1596
10,Thursday,13,Grainger Library,0.971,1.428,1597
10,Thursday,13,Funk Library,1.0,1.428,1597
10,Thursday,13,Main Library,0.96,1.428,1597
10,Thursday,13,Illini Union,0.946,1.428,1597
10,Thursday,13,CIF,0.857,1.428,1597
10,Thursday,13,BIF,0.768,1.428,1597
10,Thursday,13,Siebel Center for CS,0.555,1.428,1597
10,Thursday,13,Siebel Center for Design,0.645,1.428,1597
10,Thursday,14,Grainger Library,1.0,1.428,1598
10,Thursday,14,Funk Library,1.0,1.428,1598
10,Thursday,14,Main Library,1.0,1.428,1598
10,Thursday,14,Illini Union,0.658,1.428,1598
10,Thursday,14,CIF,0.976,1.428,1598
10,Thursday,14,BIF,0.804,1.428,1598
10,Thursday,14,Siebel Center for CS,0.631,1.428,1598
10,Thursday,14,Siebel Center for Design,0.686,1.428,1598
10,Thursday,15,Grainger Library,1.0,1.428,1599
10,Thursday,15,Funk Library,1.0,1.428,1599
10,Thursday,15,Main Library,0.965,1.428,1599
10,Thursday,15,Illini Union,0.571,1.428,1599
10,Thursday,15,CIF,1.0,1.428,1599
10,Thursday,15,BIF,0.772,1.428,1599
10,Thursday,15,Siebel Center for CS,0.657,1.428,1599
10,Thursday,15,Siebel Center for Design,0.649,1.428,1599
10,Thursday,16,Grainger Library,1.0,1.428,1600
10,Thursday,16,Funk Library,0.861,1.428,1600
10,Thursday,16,Main Library,0.852,1.428,1600
10,Thursday,16,Illini Union,0.748,1.428,1600
10,Thursday,16,CIF,0.973,1.428,1600
10,Thursday,16,BIF,0.682,1.428,1600
10,Thursday,16,Siebel Center for CS,0.629,1.428,1600
10,Thursday,16,Siebel Center for Design,0.548,1.428,1600
10,Thursday,17,Grainger Library,0.97,1.428,1601
10,Thursday,17,Funk Library,0.65,1.428,1601
10,Thursday,17,Main Library,0.692,1.428,1601
10,Thursday,17,Illini Union,0.878,1.428,1601
10,Thursday,17,CIF,0.856,1.428,1601
10,Thursday,17,BIF,0.554,1.428,1601
10,Thursday,17,Siebel Center for CS,0.555,1.428,1601
10,Thursday,17,Siebel Center for Design,0.413,1.428,1601
10,Thursday,18,Grainger Library,0.791,1.428,1602
10,Thursday,18,Funk Library,0.44,1.428,1602
10,Thursday,18,Main Library,0.52,1.428,1602
10,Thursday,18,Illini Union,0.928,1.428,1602
10,Thursday,18,CIF,0.698,1.428,1602
10,Thursday,18,BIF,0.416,1.428,1602
